ts,nSeq,ppg,pzt
1779134964.909416,946,801,514
1779134964.9181862,947,848,513
1779134964.932012,948,884,512
1779134964.9421308,949,908,511
1779134964.9506617,950,922,509
1779134964.959437,951,924,508
1779134964.973217,952,917,507
1779134964.9820383,953,903,506
1779134964.993183,954,882,504
1779134965.007068,955,856,504
1779134965.0119355,956,828,504
1779134965.0256994,957,798,503
1779134965.0319347,958,768,501
1779134965.045709,959,739,500
1779134965.0471241,960,713,499
1779134965.0606983,961,688,498
1779134965.0857415,962,665,496
1779134965.086894,963,643,496
1779134965.1094542,964,625,494
1779134965.1107893,965,606,493
1779134965.1119304,966,588,492
1779134965.1220062,967,572,491
1779134965.135794,968,558,490
1779134965.1420105,969,548,489
1779134965.1519458,970,542,488
1779134965.1657846,971,536,487
1779134965.1745386,972,532,485
1779134965.1831832,973,528,484
1779134965.194415,974,525,483
1779134965.208201,975,523,481
1779134965.2094216,976,519,480
1779134965.2183535,977,516,479
1779134965.234424,978,510,478
1779134965.235783,979,501,476
1779134965.2495878,980,492,475
1779134965.26319,981,484,474
1779134965.26945,982,477,473
1779134965.2832177,983,470,471
1779134965.292073,984,464,470
1779134965.3008258,985,459,469
1779134965.3119175,986,453,468
1779134965.3208597,987,446,467
1779134965.3345401,988,440,466
1779134965.3432913,989,432,465
1779134965.353357,990,423,463
1779134965.3620896,991,412,462
1779134965.3682883,992,403,461
1779134965.382073,993,395,460
1779134965.3882718,994,387,459
1779134965.401934,995,382,458
1779134965.4107573,996,378,457
1779134965.4195004,997,376,455
1779134965.4544797,998,375,454
1779134965.4557734,999,372,453
1779134965.4809399,1000,370,452
1779134965.481965,1001,368,451
1779134965.504622,1002,368,451
1779134965.5058231,1003,366,451
1779134965.506939,1004,365,450
1779134965.5083227,1005,362,449
1779134965.519551,1006,360,449
1779134965.5244732,1007,358,448
1779134965.5331829,1008,358,448
1779134965.53818,1009,355,448
1779134965.549484,1010,354,448
1779134965.5582087,1011,355,447
1779134965.5719657,1012,359,447
1779134965.5857987,1013,365,447
1779134965.5920205,1014,375,446
1779134965.600755,1015,392,446
1779134965.614433,1016,422,446
1779134965.623222,1017,465,445
1779134965.6344178,1018,517,445
1779134965.6432347,1019,577,445
1779134965.6569586,1020,638,446
1779134965.6644182,1021,701,446
1779134965.6757538,1022,758,446
1779134965.6894493,1023,809,446
1779134965.6907768,1024,851,446
1779134965.6995595,1025,885,447
1779134965.7107468,1026,908,446
1779134965.7194624,1027,919,447
1779134965.7332466,1028,919,448
1779134965.7422295,1029,913,448
1779134965.7532463,1030,899,449
1779134965.765881,1031,880,450
1779134965.7744703,1032,857,452
1779134965.7882507,1033,833,451
1779134965.7944522,1034,809,452
1779134965.819557,1035,784,454
1779134965.8207796,1036,760,453
1779134965.83943,1037,736,454
1779134965.8407564,1038,714,454
1779134965.8457427,1039,692,455
1779134965.8544452,1040,673,455
1779134965.8607724,1041,652,456
1779134965.8707714,1042,630,456
1779134965.879538,1043,607,457
1779134965.89325,1044,583,457
1779134965.9020612,1045,560,458
1779134965.9133182,1046,539,458
1779134965.9220212,1047,523,459
1779134965.9357657,1048,512,459
1779134965.9444582,1049,503,460
1779134965.9557607,1050,498,460
1779134965.9644732,1051,495,460
1779134965.974434,1052,496,460
1779134965.9882007,1053,497,460
1779134965.9994469,1054,497,461
1779134966.0082827,1055,497,461
1779134966.0083013,1056,496,461
1779134966.0219457,1057,493,461
1779134966.0307474,1058,491,462
1779134966.041991,1059,485,462
1779134966.0508404,1060,477,462
1779134966.0649576,1061,468,462
1779134966.0732617,1062,459,463
1779134966.0820603,1063,447,462
1779134966.111338,1064,436,462
1779134966.1120503,1065,424,463
1779134966.1133814,1066,414,463
1779134966.1245701,1067,404,462
1779134966.1383023,1068,394,462
1779134966.1432567,1069,385,462
1779134966.157176,1070,376,462
1779134966.2095401,1071,370,462
1779134966.21075,1072,366,462
1779134966.2120333,1073,361,462
1779134966.2132273,1074,360,462
1779134966.214464,1075,360,461
1779134966.2157655,1076,364,461
1779134966.2232075,1077,367,460
1779134966.231953,1078,368,460
1779134966.2432394,1079,371,459
1779134966.25199,1080,373,459
1779134966.2657845,1081,373,459
1779134966.2744403,1082,373,460
1779134966.286958,1083,369,460
1779134966.29574,1084,365,460
1779134966.3044858,1085,359,459
1779134966.318309,1086,355,459
1779134966.329547,1087,353,459
1779134966.3307874,1088,351,459
1779134966.3446348,1089,350,459
1779134966.3496876,1090,350,459
1779134966.3666751,1091,352,459
1779134966.3670201,1092,357,458
1779134966.3808265,1093,368,458
1779134966.3970008,1094,388,458
1779134966.3982193,1095,417,457
1779134966.4132657,1096,457,457
1779134966.422012,1097,506,457
1779134966.4357998,1098,564,458
1779134966.4420137,1099,628,458
1779134966.4558263,1100,696,458
1779134966.4646628,1101,764,458
1779134966.4732563,1102,826,459
1779134966.4844937,1103,878,459
1779134966.4932714,1104,919,459
1779134966.4982553,1105,946,459
1779134966.509505,1106,961,460
1779134966.5207934,1107,966,462
1779134966.529738,1108,961,461
1779134966.5546076,1109,942,462
1779134966.555974,1110,917,463
1779134966.575841,1111,887,463
1779134966.5769532,1112,857,464
1779134966.5820508,1113,827,467
1779134966.5958388,1114,798,468
1779134966.6020188,1115,773,467
1779134966.6132622,1116,749,468
1779134966.621973,1117,730,470
1779134966.635809,1118,710,470
1779134966.6419818,1119,690,471
1779134966.6508162,1120,671,472
1779134966.659507,1121,651,473
1779134966.6682537,1122,630,474
1779134966.6796796,1123,609,475
1779134966.6932738,1124,591,476
1779134966.6995869,1125,573,477
1779134966.7123468,1126,556,478
1779134966.7232163,1127,542,479
1779134966.7508667,1128,530,480
1779134966.7520342,1129,521,480
1779134966.7532294,1130,513,481
1779134966.7645738,1131,509,483
1779134966.773266,1132,504,483
1779134966.7870126,1133,499,484
1779134966.795923,1134,495,485
1779134966.8070428,1135,492,486
1779134966.8120844,1136,488,487
1779134966.8208005,1137,486,488
1779134966.829764,1138,483,489
1779134966.8408165,1139,479,489
1779134966.8497448,1140,473,490
1779134966.8633142,1141,466,491
1779134966.8721657,1142,458,492
1779134966.8833416,1143,449,492
1779134966.8970695,1144,439,493
1779134966.9420328,1145,428,494
1779134966.9432654,1146,415,495
1779134966.9444923,1147,403,495
1779134966.9457645,1148,391,496
1779134966.94722,1149,382,496
1779134966.9607873,1150,372,498
1779134966.9620097,1151,364,498
1779134966.9721444,1152,357,499
1779134966.9808652,1153,352,500
1779134966.9896448,1154,349,501
1779134967.0008745,1155,347,502
1779134967.009543,1156,346,503
1779134967.0208237,1157,345,503
1779134967.034543,1158,343,503
1779134967.0407994,1159,342,504
1779134967.0545468,1160,340,504
1779134967.0633748,1161,338,505
1779134967.0722888,1162,338,506
1779134967.08331,1163,338,507
1779134967.0973387,1164,337,507
1779134967.1033683,1165,337,508
1779134967.1172569,1166,336,508
1779134967.1245224,1167,335,509
1779134967.1308758,1168,332,510
1779134967.1396158,1169,330,510
1779134967.1533215,1170,329,511
1779134967.1595294,1171,329,512
1779134967.1733017,1172,333,512
1779134967.1820686,1173,344,512
1779134967.1908188,1174,364,513
1779134967.202076,1175,394,513
1779134967.210828,1176,439,514
1779134967.2245486,1177,496,515
1779134967.2320542,1178,565,516
1779134967.2433002,1179,640,517
1779134967.2521055,1180,718,517
1779134967.2658653,1181,790,518
1779134967.2908266,1182,854,519
1779134967.2920396,1183,905,519
1779134967.3121176,1184,942,520
1779134967.313764,1185,961,522
1779134967.3145084,1186,968,521
1779134967.320818,1187,964,522
1779134967.3333592,1188,948,523
1779134967.342062,1189,924,524
1779134967.3508334,1190,892,524
1779134967.362109,1191,858,524
1779134967.3910196,1192,824,525
1779134967.392013,1193,792,526
1779134967.3932686,1194,763,526
1779134967.404566,1195,736,526
1779134967.4133084,1196,709,526
1779134967.427072,1197,683,527
1779134967.4332936,1198,657,527
1779134967.4499533,1199,632,527
1779134967.4508798,1200,608,527
1779134967.4595304,1201,584,527
1779134967.4733074,1202,562,527
1779134967.4795387,1203,542,528
1779134967.4933267,1204,526,528
1779134967.5022843,1205,514,528
1779134967.5159526,1206,505,528
1779134967.5220277,1207,502,528
1779134967.5396557,1208,499,528
1779134967.5411701,1209,497,528
1779134967.5545826,1210,496,528
1779134967.5658631,1211,494,527
1779134967.5745769,1212,490,527
1779134967.588305,1213,487,528
1779134967.5971,1214,483,527
1779134967.608311,1215,478,527
1779134967.6133032,1216,471,527
1779134967.6220841,1217,462,527
1779134967.6308405,1218,452,527
1779134967.6796317,1219,442,527
1779134967.6807947,1220,432,527
1779134967.6820288,1221,422,527
1779134967.6832662,1222,413,526
1779134967.6845293,1223,402,526
1779134967.694588,1224,393,525
1779134967.7033415,1225,385,526
1779134967.7122047,1226,379,525
1779134967.723304,1227,374,525
1779134967.732086,1228,370,525
1779134967.7445972,1229,367,525
1779134967.7533183,1230,366,525
1779134967.764559,1231,364,524
1779134967.7733371,1232,361,524
1779134967.7783346,1233,358,524
1779134967.7922728,1234,355,523
1779134967.7996016,1235,353,522
1779134967.8133378,1236,351,521
1779134967.8195982,1237,348,521
1779134967.8333342,1238,344,520
1779134967.8396068,1239,342,521
1779134967.85082,1240,339,520
1779134967.8645835,1241,335,519
1779134967.8708346,1242,333,518
1779134967.8821452,1243,329,517
1779134967.8908217,1244,327,516
1779134967.9045854,1245,327,515
1779134967.9136913,1246,324,514
1779134967.9245925,1247,323,514
1779134967.9296129,1248,324,512
1779134967.938399,1249,327,511
1779134967.950978,1250,336,510
1779134967.962104,1251,354,510
1779134967.9708219,1252,384,509
1779134967.9846108,1253,424,508
1779134967.9953635,1254,476,508
1779134968.0333965,1255,537,507
1779134968.034531,1256,607,507
1779134968.0595863,1257,679,506
1779134968.0608094,1258,750,506
1779134968.0858111,1259,813,505
1779134968.0870247,1260,867,505
1779134968.104646,1261,909,505
1779134968.1057937,1262,935,503
1779134968.1070747,1263,948,503
1779134968.1086009,1264,948,504
1779134968.1097214,1265,935,504
1779134968.1107996,1266,915,503
1779134968.127078,1267,887,503
1779134968.128293,1268,856,502
1779134968.1423678,1269,824,503
1779134968.1508873,1270,793,503
1779134968.1595511,1271,762,503
1779134968.1733623,1272,730,502
1779134968.1821225,1273,702,502
1779134968.195835,1274,677,502
1779134968.2020822,1275,652,501
1779134968.2158551,1276,628,500
1779134968.224587,1277,606,500
1779134968.2383504,1278,585,500
1779134968.2470627,1279,563,499
1779134968.253372,1280,543,499
1779134968.259784,1281,526,499
1779134968.2683406,1282,511,498
1779134968.279572,1283,498,498
1779134968.293371,1284,488,497
1779134968.2996235,1285,480,497
1779134968.313347,1286,474,497
1779134968.3196933,1287,471,496
1779134968.3333437,1288,470,496
1779134968.3421333,1289,469,496
1779134968.3508747,1290,468,495
1779134968.3645747,1291,467,495
1779134968.4046054,1292,463,495
1779134968.4058,1293,458,495
1779134968.4133472,1294,454,494
1779134968.4146464,1295,448,494
1779134968.415877,1296,440,493
1779134968.4170196,1297,431,493
1779134968.4309273,1298,420,492
1779134968.4420645,1299,410,492
1779134968.4559255,1300,400,492
1779134968.4609294,1301,388,491
1779134968.4721353,1302,379,490
1779134968.4832695,1303,368,490
1779134968.4921453,1304,359,489
1779134968.5058892,1305,351,489
1779134968.514519,1306,344,489
1779134968.5258322,1307,339,488
1779134968.5346224,1308,336,488
1779134968.548374,1309,332,488
1779134968.557059,1310,329,488
1779134968.5684328,1311,327,487
1779134968.573323,1312,326,487
1779134968.580932,1313,326,487
1779134968.5897415,1314,328,487
1779134968.6008852,1315,328,486
1779134968.6095417,1316,331,486
1779134968.6233444,1317,335,485
1779134968.6321588,1318,336,485
1779134968.6433153,1319,334,485
1779134968.6709597,1320,329,485
1779134968.6721413,1321,324,485
1779134968.6733458,1322,320,484
1779134968.6846628,1323,316,484
1779134968.6933632,1324,314,483
1779134968.7071183,1325,312,483
1779134968.7158265,1326,312,483
1779134968.7275097,1327,311,483
1779134968.7321544,1328,307,483
1779134968.7572072,1329,307,482
1779134968.7584937,1330,311,482
1779134968.7821457,1331,324,481
1779134968.783326,1332,348,481
1779134968.7845929,1333,386,481
1779134968.7983503,1334,436,480
1779134968.7995088,1335,498,480
1779134968.814639,1336,570,480
1779134968.8233185,1337,646,480
1779134968.8321536,1338,721,480
1779134968.8433201,1339,793,480
1779134968.85207,1340,855,480
1779134968.8658977,1341,904,480
1779134968.874558,1342,939,480
1779134968.8857968,1343,959,482
1779134968.8907936,1344,965,481
1779134968.899604,1345,961,480
1779134968.9108129,1346,944,481
1779134968.9220886,1347,919,480
1779134968.9308877,1348,892,481
1779134968.9445987,1349,860,481
1779134968.9534092,1350,827,481
1779134968.964591,1351,798,481
1779134968.973326,1352,769,481
1779134968.987108,1353,743,482
1779134968.9958754,1354,719,482
1779134969.007064,1355,695,483
1779134969.0158436,1356,671,483
1779134969.0296206,1357,648,482
1779134969.0383542,1358,626,482
1779134969.054741,1359,603,482
1779134969.0547786,1360,582,482
1779134969.055849,1361,563,482
1779134969.069591,1362,543,481
1779134969.0784032,1363,524,481
1779134969.09462,1364,507,482
1779134969.0958078,1365,491,481
1779134969.145824,1366,480,481
1779134969.147086,1367,472,481
1779134969.1482844,1368,466,481
1779134969.149562,1369,462,480
1779134969.1508799,1370,460,480
1779134969.1646745,1371,459,480
1779134969.1710382,1372,459,480
1779134969.184612,1373,459,480
1779134969.1933558,1374,460,480
1779134969.202067,1375,460,479
1779134969.208357,1376,457,479
1779134969.2195811,1377,451,479
1779134969.2283688,1378,444,479
1779134969.2420685,1379,435,478
1779134969.2484202,1380,424,478
1779134969.262173,1381,413,478
1779134969.2708383,1382,401,478
1779134969.284612,1383,389,478
1779134969.3109176,1384,379,477
1779134969.312131,1385,368,477
1779134969.3133523,1386,357,476
1779134969.3246262,1387,347,476
1779134969.3358614,1388,337,476
1779134969.3446772,1389,329,476
1779134969.358371,1390,325,476
1779134969.3671174,1391,324,476
1779134969.368362,1392,323,475
1779134969.3834887,1393,320,475
1779134969.3921225,1394,315,475
1779134969.4009154,1395,311,475
1779134969.4122627,1396,307,474
1779134969.4233725,1397,307,474
1779134969.432271,1398,307,474
1779134969.4460645,1399,308,474
1779134969.4522846,1400,311,473
1779134969.4658751,1401,315,472
1779134969.5121891,1402,318,472
1779134969.513325,1403,320,472
1779134969.5146573,1404,323,472
1779134969.5158188,1405,326,472
1779134969.5171094,1406,326,472
1779134969.5297406,1407,325,472
1779134969.529794,1408,323,472
1779134969.540925,1409,320,471
1779134969.5497308,1410,319,471
1779134969.5634215,1411,317,472
1779134969.572202,1412,314,471
1779134969.583428,1413,309,471
1779134969.5928571,1414,306,471
1779134969.6059096,1415,307,470
1779134969.6146605,1416,315,469
1779134969.626048,1417,335,470
1779134969.6346781,1418,368,469
1779134969.6483943,1419,418,468
1779134969.657072,1420,480,468
1779134969.6683304,1421,553,468
1779134969.677344,1422,632,468
1779134969.690875,1423,711,468
1779134969.6909053,1424,787,468
1779134969.6995842,1425,854,468
1779134969.7108123,1426,909,468
1779134969.719585,1427,950,467
1779134969.7346466,1428,973,467
1779134969.7433245,1429,974,467
1779134969.7546105,1430,974,467
1779134969.7633328,1431,965,467
1779134969.7770898,1432,940,467
1779134969.785849,1433,908,469
1779134969.7970734,1434,874,469
1779134969.805862,1435,843,467
1779134969.8197546,1436,812,468
1779134969.8285606,1437,783,468
1779134969.8396266,1438,756,468
1779134969.8647158,1439,729,467
1779134969.8647742,1440,703,467
1779134969.8658705,1441,679,469
1779134969.8883584,1442,656,467
1779134969.889608,1443,633,468
1779134969.890811,1444,612,468
1779134969.9058,1445,593,468
1779134969.910872,1446,577,468
1779134969.9220815,1447,563,468
1779134969.9521801,1448,549,468
1779134969.9533598,1449,538,468
1779134969.9596348,1450,527,469
1779134969.9609067,1451,517,469
1779134969.9758646,1452,509,470
1779134969.9846015,1453,503,470
